,_id,ltable_ID,rtable_ID,ltable_3.5mm jack,ltable_Battery,ltable_Clock Speed,ltable_Card slot,ltable_GPS Support,ltable_GPU,ltable_Internal Storage,ltable_NFC,ltable_Name,ltable_OS,ltable_Price,ltable_Primary Camera,ltable_Resolution,ltable_SIM,ltable_Secondary Camera,ltable_Sensors,ltable_Weight,rtable_3.5mm jack,rtable_Battery,rtable_GPS Support,rtable_GPU,rtable_Internal Storage,rtable_Card slot,rtable_NFC,rtable_Name,rtable_OS,rtable_Price,rtable_Primary Camera,rtable_Clock Speed,rtable_SIM,rtable_Secondary Camera,rtable_Sensors,rtable_Weight,rtable_Resolution
3855,3855,3224,1297,Yes,3300.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"16/32 GB, 3 GB RAM",,Samsung Galaxy J7 Prime,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 210 EUR,"13 MP (f/1.9, 28mm), autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","8 MP, f/1.9","Fingerprint (front-mounted), accelerometer, proximity",167 g (5.89 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3865,3865,2292,1301,Yes,4000.0,Octa-core (4x1.95 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 510,"64 GB, 6 GB RAM",Yes,Samsung Galaxy C9 Pro,"Android 6.0.1 (Marshmallow), upgradable to 7.1.1 (Nougat)",About 430 EUR,"16 MP, f/1.9, phase detection autofocus, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","16 MP, f/1.9, 1080p","Fingerprint (front-mounted), accelerometer, proximity, compass",189 g (6.67 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3867,3867,3127,1301,Yes,3300.0,Octa-core 2.2 GHz Cortex-A53,"microSD, up to 256 GB (uses SIM 2 slot)",Yes,Adreno 506,"64 GB, 4 GB RAM",Yes,Samsung Galaxy C7 Pro,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 370 EUR,"16 MP, f/1.9, autofocus, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","16 MP, f/1.9","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",172 g (6.07 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3872,3872,2139,1301,Yes,3300.0,Octa-core (4x2.35 GHz Cortex-A53 & 4x1.65 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T880MP2,"32 GB, 4 GB RAM",,Samsung Galaxy J7 Max,Android 7.0 (Nougat),About 250 EUR,"13 MP, f/1.7, autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","13 MP, f/1.9, LED flash","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",179 g (6.31 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3878,3878,2827,1301,Yes,2600.0,Octa-core 2.2 GHz Cortex-A53,"microSD, up to 256 GB (uses SIM 2 slot)",Yes,Adreno 506,"64 GB, 4 GB RAM",Yes,Samsung Galaxy C5 Pro,Android 7.0 (Nougat),About 310 EUR,"16 MP, f/1.9, autofocus, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","16 MP, f/1.9","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",145 g (5.11 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3882,3882,1014,1301,Yes,3300.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"32 GB, 3 GB RAM",,Samsung Galaxy J7 Prime 2,Android 7.0 (Nougat),About 200 EUR,"13 MP (f/1.9, 28mm), autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","13 MP, f/1.9, 1080p","Fingerprint (front-mounted), accelerometer, proximity",170 g (6.00 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3887,3887,1136,1301,Yes,3600.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"32/64 GB, 3 GB RAM",Yes,Samsung Galaxy J7 Pro,Android 7.0 (Nougat),About 260 EUR,"13 MP, f/1.7, autofocus, LED flash, check quality","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","13 MP, f/1.9, LED flash, 1080p","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",181 g (6.38 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3895,3895,1289,1301,Yes,3600.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"16 GB, 3 GB RAM",Yes,Samsung Galaxy J7 ,Android 7.0 (Nougat),About 230 EUR,"13 MP, f/1.7, autofocus, LED flash, check quality","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","13 MP, f/1.9, LED flash, 1080p","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",181 g (6.38 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3900,3900,1520,1301,Yes,5000.0,Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 510,"32 GB, 4 GB RAM",Yes,Samsung Galaxy A9 Pro ,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 400 EUR,"16 MP (f/1.9, 1/2.8""), autofocus, OIS, LED flash","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","8 MP, f/1.9, 1080p","Fingerprint (front-mounted), accelerometer, proximity, compass",210 g (7.41 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3902,3902,1689,1301,Yes,3200.0,"Quad-core 2.3 GHz Krait 400 - N9005, N9002Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7) - N9000","microSD, up to 64 GB (dedicated slot)",Yes,"Adreno 330 - N9005, N9002Mali-T628 MP6 - N9000","16/32/64 GB, 3 GB RAM",Yes,Samsung Galaxy Note 3,"Android 4.3 (Jelly Bean), upgradable to 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",About 420 EUR,"13 MP (f/2.2, 31mm, 1/3"", 1.12 Ã‚Âµm), autofocus, LED flash, check quality","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)",Micro-SIM,"2 MP (f/2.4, 27mm), 1080p@30fps","Accelerometer, gyro, proximity, compass, barometer, temperature, humidity, gesture",168 g (5.93 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3908,3908,3224,1301,Yes,3300.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"16/32 GB, 3 GB RAM",,Samsung Galaxy J7 Prime,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 210 EUR,"13 MP (f/1.9, 28mm), autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","8 MP, f/1.9","Fingerprint (front-mounted), accelerometer, proximity",167 g (5.89 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3911,3911,392,1308,Yes,2000.0,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T720,"8 GB, 1 GB RAM",No,Samsung Galaxy J2 ,Android 7.0 (Nougat),About 120 EUR,"5 MP, f/2.2, autofocus, LED flash","540 x 960 pixels, 16:9 ratio (~234 ppi density)","Dual SIM (Micro-SIM, dual stand-by)","2 MP, f/2.2","Accelerometer, proximity",130 g (4.59 oz),Yes,2000.0,Yes,Mali-T20,8 GB,Dedicated Slot,,"Samsung Galaxy J2 (Gold, 8 GB)Â Â (1 GB RAM)",Android Lollipop 5.1.1,"‚¹6,990",5MP,1.3 GHz,Micro SIM,2MP,"Accelerometer, Proximity Sensor",130 g,960 x 540 Pixels
3912,3912,2446,1308,Yes,2600.0,Quad-core 1.4 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 308,"16 GB, 1.5 GB RAM",,Samsung Galaxy J2 Pro ,Android 7.1 (Nougat),About 120 EUR,"8 MP, f/2.2, autofocus, LED flash","540 x 960 pixels, 16:9 ratio (~220 ppi density)","Dual SIM (Micro-SIM, dual stand-by)","5 MP, f/2.2, LED flash","Accelerometer, proximity",153 g (5.40 oz),Yes,2000.0,Yes,Mali-T20,8 GB,Dedicated Slot,,"Samsung Galaxy J2 (Gold, 8 GB)Â Â (1 GB RAM)",Android Lollipop 5.1.1,"‚¹6,990",5MP,1.3 GHz,Micro SIM,2MP,"Accelerometer, Proximity Sensor",130 g,960 x 540 Pixels
3915,3915,1775,1308,Yes,2600.0,Quad-core 1.4 GHz Cortex-A53,"microSD, up to 256 GB (uses SIM 2 slot) - dual SIM model only",Yes,Mali-T720MP2,"8 GB, 1.5 GB RAM",,Samsung Galaxy J2 Prime,Android 6.0 (Marshmallow),About 130 EUR,"8 MP, f/2.2, autofocus, LED flash","540 x 960 pixels, 16:9 ratio (~220 ppi density)","Single SIM (Micro-SIM) or Hybrid Dual SIM (Micro-SIM, dual stand-by)","5 MP, f/2.2, LED flash","Accelerometer, proximity",160 g (5.64 oz),Yes,2000.0,Yes,Mali-T20,8 GB,Dedicated Slot,,"Samsung Galaxy J2 (Gold, 8 GB)Â Â (1 GB RAM)",Android Lollipop 5.1.1,"‚¹6,990",5MP,1.3 GHz,Micro SIM,2MP,"Accelerometer, Proximity Sensor",130 g,960 x 540 Pixels
3916,3916,1932,1308,Yes,2000.0,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T720,"8 GB, 1 GB RAM",Yes,Samsung Galaxy J2,Android 5.1.1 (Lollipop),About 150 EUR,"5 MP, f/2.2, autofocus, LED flash, check quality","540 x 960 pixels, 16:9 ratio (~234 ppi density)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","2 MP, f/2.2","Accelerometer, proximity",129 g (4.55 oz),Yes,2000.0,Yes,Mali-T20,8 GB,Dedicated Slot,,"Samsung Galaxy J2 (Gold, 8 GB)Â Â (1 GB RAM)",Android Lollipop 5.1.1,"‚¹6,990",5MP,1.3 GHz,Micro SIM,2MP,"Accelerometer, Proximity Sensor",130 g,960 x 540 Pixels
3924,3924,2292,1312,Yes,4000.0,Octa-core (4x1.95 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 510,"64 GB, 6 GB RAM",Yes,Samsung Galaxy C9 Pro,"Android 6.0.1 (Marshmallow), upgradable to 7.1.1 (Nougat)",About 430 EUR,"16 MP, f/1.9, phase detection autofocus, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","16 MP, f/1.9, 1080p","Fingerprint (front-mounted), accelerometer, proximity, compass",189 g (6.67 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3926,3926,3127,1312,Yes,3300.0,Octa-core 2.2 GHz Cortex-A53,"microSD, up to 256 GB (uses SIM 2 slot)",Yes,Adreno 506,"64 GB, 4 GB RAM",Yes,Samsung Galaxy C7 Pro,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 370 EUR,"16 MP, f/1.9, autofocus, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","16 MP, f/1.9","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",172 g (6.07 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3931,3931,2139,1312,Yes,3300.0,Octa-core (4x2.35 GHz Cortex-A53 & 4x1.65 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T880MP2,"32 GB, 4 GB RAM",,Samsung Galaxy J7 Max,Android 7.0 (Nougat),About 250 EUR,"13 MP, f/1.7, autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","13 MP, f/1.9, LED flash","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",179 g (6.31 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3937,3937,2827,1312,Yes,2600.0,Octa-core 2.2 GHz Cortex-A53,"microSD, up to 256 GB (uses SIM 2 slot)",Yes,Adreno 506,"64 GB, 4 GB RAM",Yes,Samsung Galaxy C5 Pro,Android 7.0 (Nougat),About 310 EUR,"16 MP, f/1.9, autofocus, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","16 MP, f/1.9","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",145 g (5.11 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3941,3941,1014,1312,Yes,3300.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"32 GB, 3 GB RAM",,Samsung Galaxy J7 Prime 2,Android 7.0 (Nougat),About 200 EUR,"13 MP (f/1.9, 28mm), autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","13 MP, f/1.9, 1080p","Fingerprint (front-mounted), accelerometer, proximity",170 g (6.00 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3946,3946,1136,1312,Yes,3600.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"32/64 GB, 3 GB RAM",Yes,Samsung Galaxy J7 Pro,Android 7.0 (Nougat),About 260 EUR,"13 MP, f/1.7, autofocus, LED flash, check quality","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","13 MP, f/1.9, LED flash, 1080p","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",181 g (6.38 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3954,3954,1289,1312,Yes,3600.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"16 GB, 3 GB RAM",Yes,Samsung Galaxy J7 ,Android 7.0 (Nougat),About 230 EUR,"13 MP, f/1.7, autofocus, LED flash, check quality","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","13 MP, f/1.9, LED flash, 1080p","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",181 g (6.38 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3959,3959,1520,1312,Yes,5000.0,Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 510,"32 GB, 4 GB RAM",Yes,Samsung Galaxy A9 Pro ,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 400 EUR,"16 MP (f/1.9, 1/2.8""), autofocus, OIS, LED flash","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","8 MP, f/1.9, 1080p","Fingerprint (front-mounted), accelerometer, proximity, compass",210 g (7.41 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3961,3961,1689,1312,Yes,3200.0,"Quad-core 2.3 GHz Krait 400 - N9005, N9002Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7) - N9000","microSD, up to 64 GB (dedicated slot)",Yes,"Adreno 330 - N9005, N9002Mali-T628 MP6 - N9000","16/32/64 GB, 3 GB RAM",Yes,Samsung Galaxy Note 3,"Android 4.3 (Jelly Bean), upgradable to 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",About 420 EUR,"13 MP (f/2.2, 31mm, 1/3"", 1.12 Ã‚Âµm), autofocus, LED flash, check quality","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)",Micro-SIM,"2 MP (f/2.4, 27mm), 1080p@30fps","Accelerometer, gyro, proximity, compass, barometer, temperature, humidity, gesture",168 g (5.93 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3967,3967,3224,1312,Yes,3300.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"16/32 GB, 3 GB RAM",,Samsung Galaxy J7 Prime,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 210 EUR,"13 MP (f/1.9, 28mm), autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","8 MP, f/1.9","Fingerprint (front-mounted), accelerometer, proximity",167 g (5.89 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3977,3977,2292,1361,Yes,4000.0,Octa-core (4x1.95 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 510,"64 GB, 6 GB RAM",Yes,Samsung Galaxy C9 Pro,"Android 6.0.1 (Marshmallow), upgradable to 7.1.1 (Nougat)",About 430 EUR,"16 MP, f/1.9, phase detection autofocus, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","16 MP, f/1.9, 1080p","Fingerprint (front-mounted), accelerometer, proximity, compass",189 g (6.67 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
3979,3979,3127,1361,Yes,3300.0,Octa-core 2.2 GHz Cortex-A53,"microSD, up to 256 GB (uses SIM 2 slot)",Yes,Adreno 506,"64 GB, 4 GB RAM",Yes,Samsung Galaxy C7 Pro,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 370 EUR,"16 MP, f/1.9, autofocus, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","16 MP, f/1.9","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",172 g (6.07 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
